IsTestSet	OBJECT	SAMPLE	IsHit	spotify_popularity	Artist	Track	Album_Name	Release_Date	ISRC	All_Time_Rank	Track_Score	Spotify_Streams	Spotify_Playlist_Count	Spotify_Playlist_Reach	YouTube_Views	YouTube_Likes	TikTok_Posts	TikTok_Likes	TikTok_Views	YouTube_Playlist_Reach	Apple_Music_Playlist_Count	AirPlay_Spins	SiriusXM_Spins	Deezer_Playlist_Count	Deezer_Playlist_Reach	Amazon_Playlist_Count	Pandora_Streams	Pandora_Track_Stations	Soundcloud_Streams	Shazam_Counts	TIDAL_Popularity	Explicit_Track	region	market_size	q_popularity	q_streams	q_track_score
False	obj913	train	0	41	P. Singh	Desert Oracle 2025	Final Chapter	21.08.2025	MV202501592	3400	108,3	17,512,145	168,698	72,856,846	2,099,748	53,828	1,072,704	194,058	429,586	17,133,444	156	166,265	77727	190	3,990,448	99	40,133,625	42,555	10,817,316	3,103,598	35	0	Latin America	small	0	4	4
False	obj914	train	0	30	C. Wright	Broken Compass	Final Chapter	22.02.2025	MV202501593	2207	96,3	2,396,367	102,123	24,784,908	1,620,088	58,078	1,053,032	149,752	344,103	6,241,066	443	274,333	23369	65	3,351,516	188	32,960,339	75,186	6,022,917	3,291,303	8	1	Europe	small	0	1	3
False	obj915	train	0	82	K. Olsen	Feral Harmony	New Dawn	30.03.2025	MV202501604	2348	113,5	3,547,694	157,971	33,603,944	2,743,624	120,701	1,880,658	397,596	958,663	10,651,442	287	282,537	71288	294	9,721,236	51	5,100,323	35,793	23,385,515	2,076,092	10	0	Americas	large	4	1	4
False	obj916	train	0	77	R. Silva	Ghost Frequency 2	Chronicles Saga	18.04.2025	MV202501605	791	101	7,543,414	172,047	33,407,520	3,670,595	111,883	272,882	2,178,094	3,548,587	7,101,791	129	130,878	12656	49	8,188,389	125	20,623,010	99,913	3,828,426	1,474,861	31	0	Latin America	large	3	3	4
False	obj917	train	0	45	W. Stone	Glass Reactor 2025	Dark Matter	24.06.2025	MV202501607	3845	33,5	3,887,623	87,464	62,257,795	1,181,486	41,588	13,293	550,800	941,880	4,305,359	214	10,950	67590	69	6,225,339	151	26,703,713	50,882	29,346,546	2,998,536	37	0	Americas	small	1	1	0
False	obj918	train	0	56	B. Carter	Crystal Fault 2025	Chronicles Saga	26.09.2025	MV202501608	4655	56,2	6,762,871	58,149	77,602,893	5,160,239	239,681	920,300	2,026,075	4,636,822	3,466,508	481	41,735	69593	2	1,420,199	18	16,842,560	49,443	27,384,290	2,598,561	39	1	Asia-Pacific	large	2	2	1
False	obj919	train	0	34	G. Murphy	Hyperion Rise	Final Chapter	31.10.2025	MV202501609	3546	36,3	23,118,011	161,876	74,818,163	11,637,652	288,137	1,078,720	2,969,190	9,765,602	4,250,608	44	80,782	6702	213	6,940,522	70	42,415,408	8,422	21,023,204	1,265,292	46	0	Europe	medium	0	4	0
False	obj920	train	0	91	I. Hassan	Winter Echo 2025	Chronicles Saga	03.01.2025	MV202501611	365	72,6	637,667	136,457	3,829,616	393,724	12,981	1,737,548	171,953	557,266	16,565,976	292	158,482	79817	90	1,038,282	0	39,377,898	55,835	427,891	395,966	24	0	Americas	large	4	0	2
False	obj921	train	1	83	V. Popov	Deep Current 2025	Universe Zero	26.12.2025	MV202501622	1263	80,7	102,631,877	196,312	2,825,069	72,265,281	1,163,326	394,083	3,924,230	13,382,859	4,850,461	367	75,048	22430	162	6,757,460	13	34,936,996	95,730	18,794,252	4,959,404	58	0	Latin America	large	4	4	3
False	obj922	train	0	53	R. Silva	Violet Engine	Dark Matter	28.08.2025	MV202501623	2015	84,4	4,072,068	78,361	50,788,942	1,394,749	53,796	364,768	557,495	1,594,903	7,663,821	436	423,922	40810	31	2,557,321	52	25,448,703	33,880	8,122,589	118,191	40	0	Latin America	large	1	1	3
False	obj923	train	0	65	L. Nakamura	Ember Valley 2025	New Dawn	11.11.2025	MV202501624	413	117,2	4,249,024	34,717	47,217,548	2,208,135	29,071	417,051	766,549	2,549,361	10,354,395	118	323,439	58501	299	8,984,285	115	27,485,597	75,479	2,263,869	4,800,490	43	0	Americas	small	2	2	4
False	obj924	train	0	56	R. Silva	Echo Chamber	Open Sky	29.03.2025	MV202501625	4673	50,7	906,834	111,734	52,010,755	345,289	3,535	1,412,349	226,233	449,460	19,031,778	131	463,005	79618	122	6,741,730	118	48,947,540	96,156	24,267,314	1,365,038	5	0	Latin America	large	2	0	1
False	obj925	train	0	44	M. Chen	Blue Static 2025 2	Chronicles Saga	29.03.2025	MV202501627	1457	101,4	11,423,034	166,426	51,914,161	6,436,547	306,354	1,042,878	2,167,333	7,814,310	17,140,906	431	342,571	83905	165	5,256,515	183	41,332,036	5,317	8,557,104	228,209	19	0	Asia-Pacific	large	1	3	4
False	obj926	train	0	75	E. Brooks	Obsidian Heart	Dark Matter	19.02.2025	MV202501628	1152	117	2,643,120	138,680	26,934,367	1,687,482	32,251	163,252	763,689	1,975,281	7,650,935	24	226,494	39704	174	4,631,636	179	27,737,534	27,465	14,056,019	3,857,362	79	0	Americas	small	3	1	4
False	obj927	train	0	64	P. Singh	Echo Chamber 2025	New Dawn	06.06.2025	MV202501522	3375	95,2	459,780	46,263	20,577,890	364,937	3,677	525,833	95,118	216,485	2,017,824	141	129,297	42064	240	4,849,906	103	39,910,645	73,924	4,801,531	673,152	88	0	Latin America	small	2	0	3
False	obj928	train	0	31	I. Hassan	Silent Protocol 2025	New Dawn	13.01.2025	MV202501523	2407	48,4	7,405,345	31,135	19,015,265	1,758,781	59,513	447,697	2,181,232	5,285,616	12,187,283	474	170,116	52693	184	4,876,761	96	49,970,430	74,840	29,894,633	3,689,062	99	0	Americas	large	0	3	1
False	obj929	train	0	89	P. Singh	Deep Current	New Dawn	29.09.2025	MV202501525	2920	37	63,236,161	136,508	43,690,356	19,356,801	801,640	358,532	10,341,552	24,428,421	4,527,320	473	263,723	28114	296	7,658,733	175	36,363,033	55,677	10,399,962	2,537,000	70	0	Latin America	small	4	4	0
False	obj930	train	0	76	C. Wright	Blue Static 4	Standalone	14.10.2025	MV202501526	2091	78,2	9,771,541	38,020	52,645,262	2,211,897	74,163	1,311,848	479,996	1,895,806	6,788,040	405	97,733	28379	203	7,122,869	153	22,240,580	62,544	8,111,659	4,143,250	87	0	Europe	small	3	3	2
False	obj931	train	0	78	G. Murphy	Digital Saints 2025	Open Sky	26.01.2025	MV202501528	1468	114	1,550,109	94,204	13,035,123	247,810	5,263	1,302,937	398,240	879,261	19,991,500	220	285,270	62850	23	1,433,454	181	10,525,185	9,002	23,226,700	2,317,560	50	0	Europe	medium	3	0	4
False	obj932	train	0	87	D. Rossi	Nova Protocol	New Dawn	01.06.2025	MV202501529	3194	112,8	4,338,605	11,913	53,232,972	3,384,595	50,966	194,698	988,829	1,567,614	16,872,206	183	12,251	3363	64	8,602,712	150	17,440,651	86,094	7,174,653	3,893,638	98	0	Latin America	medium	4	2	4
False	obj933	train	0	78	G. Murphy	White Noise	Chronicles Saga	22.05.2025	MV202501541	1163	56	2,767,003	183,195	66,708,124	2,054,950	42,198	1,049,796	153,396	326,386	9,332,103	172	418,562	32868	294	1,706,293	28	12,591,581	76,735	12,567,907	1,225,539	37	1	Europe	medium	3	1	1
False	obj934	train	0	47	R. Silva	Ocean of Stars	Prime Story	21.11.2025	MV202501544	3815	90,3	2,894,771	100,446	46,565,244	1,122,165	39,752	349,108	318,210	1,191,689	9,285,228	107	468,641	77685	241	7,675,104	85	16,020,658	75,618	16,028,845	1,447,656	49	0	Latin America	large	1	1	3
False	obj935	train	0	93	L. Nakamura	Golden Ratio 2025	Standalone	07.04.2025	MV202501545	821	87,3	13,031,727	169,972	18,702,120	9,372,078	249,565	1,513,636	243,951	902,364	11,269,133	179	457,703	55412	165	9,832,408	43	49,011,002	30,565	28,692,550	3,616,220	21	0	Americas	small	4	3	3
False	obj936	train	0	90	F. Nguyen	Binary Sunset 2025	Prime Story	18.04.2025	MV202501558	2222	59,2	10,821,930	173,142	51,884,263	1,644,487	33,526	361,353	2,503,553	4,911,124	13,487,427	418	97,747	43595	85	8,437,876	63	39,378,730	38,777	213,701	4,409,330	55	0	Asia-Pacific	large	4	3	2
False	obj937	train	0	52	E. Brooks	Thunder Archive	Open Sky	20.11.2025	MV202501559	4145	72,9	712,789	118,523	64,544,816	378,277	12,241	1,712,016	105,677	408,975	10,685,716	437	64,287	41331	0	8,476,626	191	23,267,826	36,203	12,629,492	39,821	51	0	Americas	small	1	0	2
False	obj938	train	0	80	J. Martinez	Broken Compass 2025	Open Sky	14.02.2025	MV202501560	1377	93,7	4,272,948	102,122	72,559,243	1,283,352	63,501	807,466	892,943	2,162,847	15,872,577	40	474,060	20091	61	8,457,498	153	23,044,514	28,964	7,379,312	1,196,447	13	0	Europe	large	3	2	3
False	obj939	train	0	43	G. Murphy	Shadow Circuit 2025	Chronicles Saga	09.09.2025	MV202501561	1045	34,1	22,337,318	64,165	60,278,853	8,204,608	221,149	1,547,983	2,619,482	3,952,016	4,289,960	54	84,753	9563	98	5,348,017	38	8,607,755	9,300	22,141,941	4,725,294	28	1	Europe	medium	1	4	0
False	obj940	train	0	30	N. Fischer	Hyperion Rise 2025	New Dawn	21.11.2025	MV202501562	2423	16,3	3,662,704	85,636	25,231,120	2,823,589	108,297	1,077,737	505,027	768,510	16,946,895	427	244,213	61479	167	1,768,933	151	44,714,380	90,549	15,303,106	4,697,160	95	0	Europe	small	0	1	0
False	obj941	train	0	73	Q. Jensen	City of Glass 2025	Final Chapter	15.06.2025	MV202501563	1796	54,8	3,685,161	109,148	63,138,340	2,100,475	45,635	1,769,182	699,079	991,989	6,158,465	82	372,132	64120	155	6,960,860	180	32,006,139	26,362	24,936,847	127,556	36	0	Americas	medium	3	1	1
False	obj942	train	0	70	C. Wright	Burning Atlas 2025	Standalone	04.08.2025	MV202501564	4087	117,3	37,006,677	126,391	69,362,125	23,067,192	1,053,678	466,269	10,557,301	41,607,263	8,812,001	340	227,073	31139	28	8,623,353	179	34,185,000	25,192	17,562,290	4,510,053	74	0	Europe	small	3	4	4
False	obj943	train	0	51	K. Olsen	Quantum Rain 2025	New Dawn	18.03.2025	MV202501577	4566	72,9	4,509,580	174,123	34,700,319	1,394,016	43,968	1,822,110	205,639	464,929	3,610,754	71	166,310	49115	248	6,032,100	142	30,784,760	47,992	29,247,549	1,164,221	63	1	Americas	large	1	2	2
False	obj944	train	0	38	W. Stone	Violet Engine 2025	Open Sky	17.04.2025	MV202501578	2875	69,2	7,388,286	11,596	31,574,913	5,518,115	89,165	1,439,251	452,072	1,059,345	12,623,555	92	44,088	5657	121	4,569,079	196	40,326,878	53,829	12,399,319	2,215,712	71	0	Americas	small	0	3	2
False	obj945	train	0	72	H. Andersson	Red Meridian 2025 2	New Dawn	06.07.2025	MV202501580	1671	23,5	18,297,965	119,923	27,865,725	14,250,602	578,847	1,616,020	1,151,332	3,510,937	10,467,936	17	232,537	55275	203	2,990,617	45	32,416,802	69,456	15,740,121	4,365,383	0	0	Asia-Pacific	large	3	4	0
False	obj946	train	0	38	F. Nguyen	Neon Horizon	Standalone	06.02.2025	MV202501583	2802	77,4	680,357	174,483	4,382,534	113,080	2,951	1,717,357	195,539	730,065	13,681,585	475	182,974	88462	103	5,683,795	173	44,684,977	15,677	4,309,527	1,291,811	31	0	Asia-Pacific	large	0	0	2
False	obj947	train	0	35	T. Kim	Desert Oracle 2	Dark Matter	21.09.2025	MV202501596	50	23,2	1,504,176	13,427	34,079,629	1,156,173	47,324	1,341,716	118,377	157,947	16,639,909	333	125,959	91012	91	3,254,251	199	24,612,712	96,036	25,294,453	100,352	81	0	Americas	small	0	0	0
False	obj948	train	0	65	T. Kim	Final Orbit 2025	Dark Matter	31.08.2025	MV202501597	60	54,9	1,395,133	144,794	7,099,527	308,220	6,375	1,258,617	206,199	540,059	312,026	2	55,637	37433	192	6,569,872	59	17,240,868	31,162	10,752,992	1,398,869	85	0	Americas	small	2	0	1
False	obj949	train	0	53	G. Murphy	Arctic Pulse 2025	Chronicles Saga	28.08.2025	MV202501598	407	105	1,263,517	107,066	19,307,088	228,860	7,053	1,769,824	157,020	356,644	10,817,582	264	428,797	71351	293	6,521,398	4	29,725,700	3,145	27,841,552	3,938,212	72	0	Europe	medium	1	0	4
False	obj950	train	0	69	R. Silva	Binary Sunset 2025	Standalone	20.09.2025	MV202501599	4039	28,1	8,356,339	127,666	30,215,436	3,422,390	132,035	277,504	594,894	2,377,591	3,666,875	103	248,122	83272	183	3,239,764	52	10,377,048	91,679	11,575,165	224,223	58	0	Latin America	large	3	3	0
False	obj951	train	0	80	K. Olsen	Jade Frequency 2025	Origin Arc	14.05.2025	MV202501600	4615	32,3	2,851,918	93,700	15,194,816	1,403,939	31,180	738,368	71,874	125,439	13,171,814	404	293,702	29597	126	6,334,556	164	35,750,733	61,006	18,664,581	2,291,958	46	0	Americas	large	3	1	0
False	obj952	train	0	63	C. Wright	Arctic Pulse	Legacy Cycle	08.11.2025	MV202501601	3008	40,4	8,169,961	84,035	57,377,658	4,176,457	204,389	1,956,075	292,609	479,262	7,214,118	144	413,210	42801	12	1,271,658	150	28,758,759	18,315	5,680,178	1,298,756	36	0	Europe	small	2	3	1
False	obj953	train	0	63	B. Carter	Crystal Fault 2025	Chronicles Saga	15.10.2025	MV202501602	3954	48,5	14,074,170	55,818	38,896,304	6,670,089	113,642	541,638	775,863	1,898,195	7,107,359	183	51,067	51491	233	5,130,876	177	33,563,845	99,524	6,055,437	940,686	49	0	Asia-Pacific	large	2	4	1
False	obj954	train	0	77	G. Murphy	Carbon Dreams 2025	Final Chapter	20.08.2025	MV202501613	1450	57	44,861,811	3,930	7,840,787	28,941,124	1,039,005	204,302	12,769,966	20,773,625	15,666,889	384	194,901	93574	265	7,793,437	107	30,272,160	48,821	4,841,915	3,039,902	84	0	Europe	medium	3	4	1
False	obj955	train	0	46	A. Volkov	Echo Chamber	Standalone	31.07.2025	MV202501630	750	80,8	2,887,670	118,189	33,589,308	623,155	24,180	1,218,163	514,282	972,446	7,194,037	30	51,996	36403	199	1,981,079	8	1,316,420	77,605	25,767,714	352,675	0	0	Americas	large	1	1	3
False	obj956	train	0	41	Y. Tanaka	Stone Butterfly 2025	Standalone	12.12.2025	MV202501631	4278	92	508,478	97,800	42,479,162	373,097	15,198	1,837,265	122,449	450,490	10,237,773	267	287,046	60436	67	2,807,853	179	2,787,627	36,988	4,265,533	4,619,536	49	0	Asia-Pacific	medium	0	0	3
False	obj957	train	0	56	Z. Ali	Carbon Dreams 2025	Standalone	29.12.2025	MV202501632	2233	104,6	1,958,779	116,884	73,714,042	1,525,866	73,371	954,188	61,839	195,555	17,284,987	34	312,036	6253	16	8,018,652	84	41,191,446	92,167	7,283,509	2,189,373	9	0	Latin America	small	2	0	4
False	obj958	train	0	66	B. Carter	Golden Ratio 2025	New Dawn	09.04.2025	MV202501634	4831	16,9	5,323,647	161,682	64,322,217	3,321,436	150,685	364,923	932,738	3,003,440	6,781,456	172	210,514	34943	213	9,156,623	197	11,882,268	34,721	24,745,224	3,990,488	51	0	Asia-Pacific	large	2	2	0
False	obj959	train	0	54	C. Wright	Desert Oracle 2025	Origin Arc	24.02.2025	MV202501636	2727	102,5	14,943,626	147,182	11,852,986	10,741,199	258,624	1,096,580	333,100	434,486	14,786,680	400	23,221	32490	16	6,821,960	92	30,093,167	693	11,727,313	1,974,653	85	0	Europe	small	1	4	4
False	obj960	train	0	88	D. Rossi	Parallel Lines 2025	Universe Zero	20.12.2025	MV202501638	3870	72,1	6,562,337	7,185	3,063,413	1,008,591	31,598	1,948,998	689,618	1,479,896	6,759,356	161	81,518	29529	246	803,472	148	39,927,259	74,586	21,637,843	2,683,289	65	0	Latin America	medium	4	2	2
False	obj961	train	0	94	T. Kim	Golden Ratio 2025	Universe Zero	05.04.2025	MV202501648	3161	100,6	4,560,808	191,365	29,930,828	1,554,065	25,124	1,316,223	148,570	484,275	7,225,893	243	226,168	79391	279	9,195,848	22	27,149,878	13,957	28,220,620	899,518	79	0	Americas	small	4	2	4
False	obj962	train	0	88	N. Fischer	Final Orbit 2025	Final Chapter	28.01.2025	MV202501651	3322	18	7,348,043	144,127	26,534,558	4,866,481	223,022	1,844,009	386,822	1,103,491	9,993,996	492	133,956	30052	272	9,698,664	16	36,393,589	68,431	23,900,730	3,436,659	4	0	Europe	small	4	3	0
False	obj963	train	0	66	O. Dubois	Thunder Archive 2025	Chronicles Saga	15.03.2025	MV202501652	790	101,9	4,461,621	197,545	51,637,878	686,157	20,799	156,624	279,672	635,747	5,577,761	162	420,108	71508	200	1,651,700	45	392,537	76,639	25,788,361	2,260,113	47	1	Latin America	large	2	2	4
False	obj964	train	0	30	N. Fischer	Obsidian Heart 2025	Dark Matter	07.08.2025	MV202501653	3459	106,6	4,202,886	54,505	50,869,476	1,684,420	22,074	123,823	354,765	1,225,849	4,177,232	109	115,975	93169	242	8,110,016	48	35,762,525	95,855	14,433,135	275,625	35	0	Europe	small	0	2	4
False	obj965	train	0	84	L. Nakamura	Golden Ratio 2025	Chronicles Saga	07.10.2025	MV202501654	655	44,2	1,063,469	29,936	76,212,299	171,632	4,226	1,002,867	94,346	275,268	3,908,981	308	344,660	2096	163	2,672,348	25	38,777,676	32,984	622,122	2,062,814	90	0	Americas	small	4	0	1
False	obj966	train	0	70	W. Stone	Carbon Dreams	Prime Story	10.05.2025	MV202501655	3842	90,6	44,468,997	65,243	48,203,126	32,161,462	885,224	206,296	10,995,140	39,043,929	7,477,273	377	497,487	80041	250	2,108,902	134	6,525,872	15,731	24,129,800	1,586,465	72	0	Americas	small	3	4	3
False	obj967	train	0	69	T. Kim	Midnight Cartel	New Dawn	23.10.2025	MV202501639	662	105,7	325,696	59,831	13,467,494	65,359	918	553,038	46,827	137,932	13,125,993	268	154,828	55210	266	1,744,416	132	46,440,691	93,560	9,319,855	1,464,794	17	0	Americas	small	3	0	4
False	obj968	train	0	76	G. Murphy	Jade Frequency	Standalone	25.03.2025	MV202501640	4674	103,3	3,494,457	2,400	24,471,650	1,436,715	58,995	619,841	265,222	804,908	5,666,242	451	482,098	17863	18	7,473,584	197	43,263,878	59,386	8,877,461	3,006,550	56	1	Europe	medium	3	1	4
False	obj969	train	0	55	Z. Ali	Velvet Storm 2025 2	Standalone	25.11.2025	MV202501643	3739	17,3	21,572,138	37,028	53,745,086	8,813,977	164,483	1,782,090	2,670,659	5,292,865	19,607,540	96	388,038	22742	139	9,234,658	183	21,022,192	47,585	27,720,236	4,677,598	38	0	Latin America	small	1	4	0
False	obj970	train	0	90	S. Patel	Shadow Circuit	Chronicles Saga	09.09.2025	MV202501645	4512	24,6	12,839,042	93,437	42,428,293	10,033,967	196,878	1,987,734	902,096	1,254,172	5,692,970	451	332,569	44131	133	4,075,882	39	22,288,641	72,106	28,620,577	4,988,300	19	0	Europe	large	4	3	0
False	obj971	train	0	94	G. Murphy	Lunar Cartography 2025	Dark Matter	03.08.2025	MV202501646	4276	101,1	3,219,229	134,008	35,053,174	2,499,649	96,442	565,522	848,964	3,204,131	19,032,737	165	351,452	66467	252	4,706,653	193	20,171,993	14,424	2,090,185	1,046,210	77	0	Europe	medium	4	1	4
False	obj972	train	0	33	B. Carter	Paper Kingdom 2	Universe Zero	13.12.2025	MV202501647	4111	26,9	5,951,342	128,363	38,747,838	4,130,169	49,049	1,497,491	1,288,851	4,187,831	13,218,627	213	393,919	92072	76	8,381,187	161	39,166,718	10,248	422,295	3,831,265	34	1	Asia-Pacific	large	0	2	0
False	obj973	train	0	60	W. Stone	Electric Mirage 2025	Legacy Cycle	27.07.2025	MV202501657	1964	91,5	23,048,325	69,163	11,492,248	12,613,703	419,355	1,576,436	5,693,659	9,577,044	17,794,129	431	441,335	98782	141	6,864,722	192	2,004,424	87,201	5,363,440	4,940,717	35	1	Americas	small	2	4	3
False	obj974	train	0	46	M. Chen	Winter Echo	Origin Arc	11.04.2025	MV202501659	1260	60,1	8,812,626	137,775	71,977,800	1,241,165	29,304	787,901	138,976	543,164	3,984,869	370	392,297	95121	279	6,949,964	69	42,215,667	27,538	2,640,462	4,852,776	42	0	Asia-Pacific	large	1	3	2
False	obj975	train	0	33	C. Wright	Arctic Pulse 2025	Prime Story	23.07.2025	MV202501660	984	109,2	22,741,483	55,682	57,145,585	14,325,705	318,038	34,791	6,376,422	24,337,122	16,708,003	418	54,870	76004	288	2,630,923	89	13,561,045	73,166	517,253	2,373,512	50	1	Europe	small	0	4	4
False	obj976	train	0	49	Z. Ali	Nova Protocol	Chronicles Saga	02.10.2025	MV202501663	1623	84,9	25,709,649	126,239	7,020,292	19,272,427	583,224	1,429,848	2,640,593	9,866,133	5,966,714	54	470,496	17696	67	9,510,989	147	49,540,327	45,357	1,971,768	4,309,000	95	0	Latin America	small	1	4	3
False	obj977	train	0	82	F. Nguyen	Infinite Margin 2025	Standalone	23.10.2025	MV202501665	2566	25,5	22,730,765	100,582	24,344,646	3,347,042	81,807	1,617,800	800,498	1,010,717	9,860,985	111	99,099	37742	33	2,618,517	172	47,217,948	50,159	17,752,252	4,942,459	9	0	Asia-Pacific	large	4	4	0
False	obj978	train	0	79	D. Rossi	City of Glass 2025	Final Chapter	02.08.2025	MV202501675	1463	117,3	2,429,075	53,272	40,440,750	1,822,079	45,875	1,119,330	468,885	1,209,231	1,667,406	356	71,338	10104	262	3,981,340	89	3,151,200	86,577	2,298,695	2,325,461	46	1	Latin America	medium	3	1	4
False	obj979	train	0	56	Z. Ali	Glass Reactor 2025	Dark Matter	10.02.2025	MV202501676	184	77,9	36,011,489	30,054	6,310,799	26,379,917	374,209	1,110,553	9,408,330	28,356,453	647,110	17	459,420	38478	260	6,339,916	94	14,768,198	93,827	14,474,249	3,533,698	91	0	Latin America	small	2	4	2
False	obj980	train	0	40	B. Carter	Quantum Rain 2025	Dark Matter	17.11.2025	MV202501678	812	63,4	1,579,798	164,469	16,645,077	1,002,858	12,616	1,593,531	235,652	381,560	18,964,454	137	468,251	27470	175	6,850,769	63	17,304,998	2,450	519,313	1,327,435	96	0	Asia-Pacific	large	0	0	2
False	obj981	train	0	88	H. Andersson	Arctic Pulse 2025	Legacy Cycle	13.12.2025	MV202501680	1042	25	8,330,063	63,634	79,739,427	5,005,495	76,903	1,104,864	449,039	993,121	14,935,760	59	491,177	86281	182	7,082,851	195	37,163,138	13,999	23,079,025	4,550,569	21	0	Asia-Pacific	large	4	3	0
False	obj982	train	0	73	F. Nguyen	Northern Code 2025	Final Chapter	15.11.2025	MV202501681	4674	26,8	1,869,717	17,947	36,017,101	331,821	4,942	1,430,627	216,093	523,549	9,829,076	404	47,443	14064	284	8,671,417	47	47,296,567	70,315	16,950,014	1,244,526	20	1	Asia-Pacific	large	3	0	0
False	obj983	train	0	43	T. Kim	Nova Protocol 2025	Standalone	09.06.2025	MV202501682	230	89,7	14,904,448	114,944	8,291,379	11,717,994	489,049	1,330,288	3,166,246	4,597,899	16,652,305	275	265,929	60989	51	5,361,629	25	14,271,688	54,740	24,382,890	483,781	19	1	Americas	small	1	4	3
False	obj984	train	0	52	I. Hassan	Last Signal 4	Open Sky	16.06.2025	MV202501694	1770	78,9	3,074,103	37,722	77,718,528	1,077,613	49,361	171,610	512,978	1,291,569	19,189,099	84	399,616	28806	228	8,359,736	47	2,409,226	34,698	10,103,164	4,093,361	56	0	Americas	large	1	1	3
False	obj985	train	0	50	H. Andersson	Kinetic Prayer 2025	Dark Matter	21.09.2025	MV202501696	1953	98,3	2,287,482	35,249	6,483,172	1,370,339	39,156	1,256,394	27,667	50,083	9,810,585	388	60,334	73858	38	9,648,189	34	16,770,835	53,108	3,419,180	3,234,116	71	0	Asia-Pacific	large	1	1	3
False	obj986	train	0	37	C. Wright	Silent Protocol 2025	New Dawn	17.05.2025	MV202501697	160	25	4,991,818	12,313	69,586,804	1,414,150	67,470	1,608,971	431,018	933,840	8,875,274	205	248,477	18362	76	8,745,125	109	39,871,279	44,044	19,937,441	3,993,993	8	0	Europe	small	0	2	0
False	obj987	train	0	46	G. Murphy	Aurora Debt 2025	Prime Story	29.05.2025	MV202501714	1438	59,8	3,265,016	36,777	5,932,577	219,255	8,569	1,819,473	629,012	1,336,870	19,107,097	348	90,271	88973	104	3,202,672	45	5,041,264	81,046	28,111,652	3,686,221	90	0	Europe	medium	1	1	2
False	obj988	train	0	79	K. Olsen	Red Meridian 2025	Dark Matter	26.05.2025	MV202501715	3210	48,3	6,225,095	10,851	12,726,706	4,039,113	199,580	1,005,836	87,062	295,034	11,532,090	480	289,984	79331	247	6,342,671	111	35,553,481	40,631	11,644,221	2,892,482	1	1	Americas	large	3	2	1
False	obj989	train	0	75	G. Murphy	Burning Atlas 2025	Dark Matter	05.11.2025	MV202501717	683	108,1	8,043,523	9,525	21,014,242	5,890,162	145,945	200,687	1,185,365	2,577,697	11,951,409	370	432,140	17065	247	5,561,295	89	14,129,147	4,404	3,142,488	1,536,492	96	0	Europe	medium	3	3	4
False	obj990	train	0	86	V. Popov	Lunar Cartography 2025	Open Sky	09.02.2025	MV202501718	1316	69,4	60,411,606	26,846	9,179,770	17,667,472	633,060	912,262	17,093,328	57,264,811	677,413	31	277,337	28195	4	6,987,694	169	34,481,182	22,975	23,420,922	3,457,926	93	0	Latin America	large	4	4	2
False	obj991	train	0	32	F. Nguyen	Carbon Dreams 2025	Final Chapter	14.09.2025	MV202501719	3742	109,9	19,447,475	55,704	34,679,672	5,376,917	105,820	889,267	2,829,760	10,666,438	14,699,700	381	220,380	34353	125	6,838,693	20	14,827,190	39,706	19,591,721	3,529,520	9	0	Asia-Pacific	large	0	4	4
False	obj992	train	0	70	E. Brooks	Frozen Ledger 2025 4	Dark Matter	28.03.2025	MV202501729	1257	86,3	1,217,522	148,652	72,119,534	483,966	13,772	1,264,005	272,874	445,681	10,819,239	439	398,785	35317	47	6,570,209	150	16,386,154	11,584	13,496,181	1,227,241	97	1	Americas	small	3	0	3
False	obj993	train	0	62	D. Rossi	Quantum Rain 2025	Final Chapter	03.09.2025	MV202501730	2488	50	1,218,440	173,313	20,841,141	287,365	9,826	1,211,025	51,717	135,635	19,755,090	392	245,477	12446	119	6,278,852	103	42,171,002	71,167	1,569,406	90,737	16	0	Latin America	medium	2	0	1
False	obj994	train	0	51	D. Rossi	Hollow Crown 2025	Open Sky	05.10.2025	MV202501732	1871	105,1	17,107,227	27,711	14,201,387	7,253,120	241,762	1,749,528	1,981,773	5,047,048	779,880	295	453,599	23528	240	6,628,151	168	19,805,256	87,422	2,824,288	194,967	17	0	Latin America	medium	1	4	4
False	obj995	train	0	42	I. Hassan	Winter Echo 2025	Prime Story	18.07.2025	MV202501733	3219	35,6	4,203,517	95,987	37,420,766	2,034,923	51,265	1,224,693	1,155,379	3,126,258	8,139,139	436	128,200	82536	175	1,200,005	70	2,113,908	34,304	20,067,050	2,201,757	97	0	Americas	large	0	2	0
False	obj996	train	0	39	L. Nakamura	Paper Kingdom 2025	New Dawn	13.08.2025	MV202501735	3811	115,6	3,067,723	88,205	8,776,863	1,895,299	62,304	1,400,847	737,606	1,726,512	7,050,763	351	150,602	39407	219	6,384,168	88	44,829,778	75,183	18,412,643	3,961,967	23	0	Americas	small	0	1	4
False	obj997	train	0	61	S. Patel	Midnight Cartel 2025	Open Sky	25.07.2025	MV202501736	4076	67,9	6,039,264	96,109	15,450,800	3,874,049	157,832	651,342	1,136,179	3,768,901	11,940,677	457	494,742	90995	25	128,483	6	42,482,221	47,088	7,093,672	4,386,335	99	0	Europe	large	2	2	2
